Year,Geo Level ,State,Commodity,Unit,Corn_For_Food_Amount,Corn_Residual_Amount,Corn_Prices,Corn_Yield_Per_Acre,Corn_Alcohol_Usage,Grain_Production_Amount,CV(%)
2012,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.75,0,0,0,0
2012,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.73,0,0,0,0
2012,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,8.14,0,0,0,0
2012,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.08,0,0,0,0
2012,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.64,0,0,0,0
2012,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.6,0,0,0,0
2012,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.58,0,0,0,0
2012,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.92,0,0,0,0
2012,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.89,0,0,0,0
2012,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.45,0,0,0,0
2012,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.04,0,0,0,0
2012,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.96,0,0,0,0
2012,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.54,0,0,0,0
2012,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.41,0,0,0,0
2012,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.76,0,0,0,0
2012,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.24,0,0,0,0
2012,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.37,0,0,0,0
2012,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,8.09,0,0,0,0
2012,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,8.59,0,0,0,0
2012,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.39,0,0,0,0
2012,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.98,0,0,0,0
2012,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.29,0,0,0,0
2012,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.39,0,0,0,0
2012,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.67,0,0,0,0
2012,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.84,0,0,0,0
2012,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.37,0,0,0,0
2012,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.84,0,0,0,0
2012,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.87,0,0,0,0
2012,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.75,0,0,0,0
2012,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.92,0,0,0,0
2012,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.47,0,0,0,0
2012,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.3,0,0,0,0
2012,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.88,0,0,0,0
2012,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.45,0,0,0,0
2012,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.26,0,0,0,0
2012,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.33,0,0,0,0
2012,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.45,0,0,0,0
2012,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.83,0,0,0,0
2012,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.98,0,0,0,0
2012,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.8,0,0,0,0
2012,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.05,0,0,0,0
2012,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.45,0,0,0,0
2012,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.84,0,0,0,0
2012,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.22,0,0,0,0
2012,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.82,0,0,0,0
2012,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.13,0,0,0,0
2012,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.82,0,0,0,0
2012,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.81,0,0,0,0
2012,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.56,0,0,0,0
2012,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.47,0,0,0,0
2012,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.59,0,0,0,0
2012,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.52,0,0,0,0
2012,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.33,0,0,0,0
2012,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.06,0,0,0,0
2012,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.37,0,0,0,0
2012,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.61,0,0,0,0
2012,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.36,0,0,0,0
2012,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.11,0,0,0,0
2012,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.4,0,0,0,0
2012,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.69,0,0,0,0
2012,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.07,0,0,0,0
2012,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.43,0,0,0,0
2012,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.03,0,0,0,0
2012,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.09,0,0,0,0
2012,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.15,0,0,0,0
2012,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.71,0,0,0,0
2012,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.86,0,0,0,0
2012,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.6,0,0,0,0
2012,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.9,0,0,0,0
2012,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.62,0,0,0,0
2012,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.64,0,0,0,0
2012,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.18,0,0,0,0
2012,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.19,0,0,0,0
2012,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.82,0,0,0,0
2012,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.47,0,0,0,0
2012,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.83,0,0,0,0
2012,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.76,0,0,0,0
2012,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.01,0,0,0,0
2012,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.73,0,0,0,0
2012,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.27,0,0,0,0
2012,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.92,0,0,0,0
2012,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.15,0,0,0,0
2012,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.99,0,0,0,0
2012,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.93,0,0,0,0
2012,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.68,0,0,0,0
2012,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.41,0,0,0,0
2012,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.8,0,0,0,0
2012,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.64,0,0,0,0
2012,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.46,0,0,0,0
2012,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.17,0,0,0,0
2012,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.31,0,0,0,0
2012,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.71,0,0,0,0
2012,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.47,0,0,0,0
2012,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.32,0,0,0,0
2012,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.85,0,0,0,0
2011,STATE,ALABAMA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.32,0,0,0,0
2011,STATE,ARIZONA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.78,0,0,0,0
2011,STATE,ARKANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.27,0,0,0,0
2011,STATE,CALIFORNIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.41,0,0,0,0
2011,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.15,0,0,0,0
2011,STATE,DELAWARE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.93,0,0,0,0
2011,STATE,FLORIDA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.65,0,0,0,0
2011,STATE,GEORGIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.3,0,0,0,0
2011,STATE,IDAHO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.96,0,0,0,0
2011,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.25,0,0,0,0
2011,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.31,0,0,0,0
2011,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.2,0,0,0,0
2011,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.28,0,0,0,0
2011,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.3,0,0,0,0
2011,STATE,LOUISIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.1,0,0,0,0
2011,STATE,MARYLAND,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.7,0,0,0,0
2011,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.14,0,0,0,0
2011,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.09,0,0,0,0
2011,STATE,MISSISSIPPI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.23,0,0,0,0
2011,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.4,0,0,0,0
2011,STATE,MONTANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.47,0,0,0,0
2011,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.11,0,0,0,0
2011,STATE,NEW JERSEY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.8,0,0,0,0
2011,STATE,NEW MEXICO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.35,0,0,0,0
2011,STATE,NEW YORK,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.9,0,0,0,0
2011,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.04,0,0,0,0
2011,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.81,0,0,0,0
2011,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.44,0,0,0,0
2011,STATE,OKLAHOMA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.22,0,0,0,0
2011,STATE,OREGON,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.95,0,0,0,0
2011,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.05,0,0,0,0
2011,STATE,SOUTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.6,0,0,0,0
2011,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.03,0,0,0,0
2011,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.56,0,0,0,0
2011,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.61,0,0,0,0
2011,STATE,UTAH,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.97,0,0,0,0
2011,STATE,VIRGINIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.58,0,0,0,0
2011,STATE,WASHINGTON,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.22,0,0,0,0
2011,STATE,WEST VIRGINIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.5,0,0,0,0
2011,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.02,0,0,0,0
2011,STATE,WYOMING,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.2,0,0,0,0
2011,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.77,0,0,0,0
2011,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.94,0,0,0,0
2011,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.95,0,0,0,0
2011,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.07,0,0,0,0
2011,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.34,0,0,0,0
2011,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.81,0,0,0,0
2011,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.25,0,0,0,0
2011,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.76,0,0,0,0
2011,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.99,0,0,0,0
2011,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.81,0,0,0,0
2011,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.1,0,0,0,0
2011,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.35,0,0,0,0
2011,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.23,0,0,0,0
2011,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.34,0,0,0,0
2011,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.49,0,0,0,0
2011,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.09,0,0,0,0
2011,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.91,0,0,0,0
2011,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,4.9,0,0,0,0
2011,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.36,0,0,0,0
2011,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.86,0,0,0,0
2011,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.78,0,0,0,0
2011,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.59,0,0,0,0
2011,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.11,0,0,0,0
2011,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.6,0,0,0,0
2011,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.85,0,0,0,0
2011,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.36,0,0,0,0
2011,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.63,0,0,0,0
2011,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.49,0,0,0,0
2011,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.44,0,0,0,0
2011,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.35,0,0,0,0
2011,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.9,0,0,0,0
2011,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.82,0,0,0,0
2011,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.32,0,0,0,0
2011,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.74,0,0,0,0
2011,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.82,0,0,0,0
2011,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.59,0,0,0,0
2011,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.21,0,0,0,0
2011,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.73,0,0,0,0
2011,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.8,0,0,0,0
2011,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.32,0,0,0,0
2011,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.08,0,0,0,0
2011,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.76,0,0,0,0
2011,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.84,0,0,0,0
2011,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.25,0,0,0,0
2011,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.6,0,0,0,0
2011,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.3,0,0,0,0
2011,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.65,0,0,0,0
2011,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.51,0,0,0,0
2011,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.95,0,0,0,0
2011,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.88,0,0,0,0
2011,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.44,0,0,0,0
2011,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.08,0,0,0,0
2011,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.45,0,0,0,0
2011,STATE,WISCONSIN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.6,0,0,0,0
2011,STATE,COLORADO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.05,0,0,0,0
2011,STATE,ILLINOIS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.68,0,0,0,0
2011,STATE,INDIANA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.71,0,0,0,0
2011,STATE,IOWA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.2,0,0,0,0
2011,STATE,KANSAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.82,0,0,0,0
2011,STATE,KENTUCKY,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.61,0,0,0,0
2011,STATE,MICHIGAN,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.6,0,0,0,0
2011,STATE,MINNESOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.79,0,0,0,0
2011,STATE,MISSOURI,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.25,0,0,0,0
2011,STATE,NEBRASKA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.18,0,0,0,0
2011,STATE,NORTH CAROLINA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.52,0,0,0,0
2011,STATE,NORTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,5.83,0,0,0,0
2011,STATE,OHIO,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.8,0,0,0,0
2011,STATE,PENNSYLVANIA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.23,0,0,0,0
2011,STATE,SOUTH DAKOTA,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,6.08,0,0,0,0
2011,STATE,TENNESSEE,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.04,0,0,0,0
2011,STATE,TEXAS,,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",0,0,7.09,0,0,0,0
