Program,Year,Period,Geo Level,State,State ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"36,323",14.5
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"36,323",14.5
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111), (D),(D)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),"121,381",41.6
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122), (D),(D)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION)", (D),(D)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))", (D),(D)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)", (D),(D)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","121,485",2.6
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)","121,485",2.6
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","166,234",30.4
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)", (D),(D)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","163,394",19.5
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","157,466",17.8
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",PRODUCERS,PRODUCERS: (1 PRODUCERS),"104,853",1.3
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",PRODUCERS,PRODUCERS: (2 PRODUCERS),"204,932",14.9
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",PRODUCERS,PRODUCERS: (3 TO 4 PRODUCERS), (D),(D)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",PRODUCERS,PRODUCERS: (5 OR MORE PRODUCERS), (D),(D)
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (FULL OWNER),"39,963",50
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (PART OWNER),"414,440",12.5
CENSUS,2017,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"454,403",11.3
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","93,642,999",6.5
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","53,852,022",9.3
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"1,438,926",12.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"57,913,323",14.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"2,584,659",5.7
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","16,529,426",1.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"8,148,373",16.7
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"80,053,054",23.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","18,476,074",13.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","4,785,477",3.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"18,118,789",10.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"82,633,662",7
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","94,140,640",16.3
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),"44,092",82.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"1,865,177",22.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"4,279,899",29.9
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"4,686,590",15.9
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"4,847,804",10.7
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","120,222,124",5.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"5,519,388",10.7
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"35,484,857",7.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"1,381,187",17.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"69,108,675",10.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"2,953,352",13.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)","105,035",36.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","151,377,931",2.5
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","3,526,957",22.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","35,406,138",10.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)","246,300",31.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","5,884,922",22.9
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","56,454,477",31.5
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","699,827",20.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","13,486,300",8.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","77,272,538",12.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)","73,360",(H)
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)","112,669",33.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)","145,862,140",2.3
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","3,670,043",21.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)","36,822,758",10.7
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)","277,905",27.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","6,333,580",24.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","58,390,925",29.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","755,229",21.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","14,105,383",8.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)","78,100,029",11.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)","103,124",(H)
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"278,567,201",8.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),"8,520,689",7.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),"942,521",2.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),"84,982",21.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"6,826,438",6.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"6,826,438",6.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"4,433,068",(H)
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),"6,590,342",21.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),"23,630,185",4.5
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),"11,835,978",9.9
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),"1,943,175",4.5
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),"139,317",12.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),"1,019,889",23.9
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION)","51,780,324",8.5
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))","2,829,331",25.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)","2,829,331",25.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","48,950,993",9.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)","48,361,147",9.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","193,075,252",7
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","2,711,828",16.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","96,966,381",5.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","84,236,103",4.6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",PRODUCERS,PRODUCERS: (1 PRODUCERS),"130,152,116",3.2
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",PRODUCERS,PRODUCERS: (2 PRODUCERS),"126,501,393",5.1
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",PRODUCERS,PRODUCERS: (3 TO 4 PRODUCERS),"80,637,073",19.4
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",PRODUCERS,PRODUCERS: (5 OR MORE PRODUCERS),"7,243,203",8.8
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (FULL OWNER),"30,663,309",7
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (PART OWNER),"291,713,294",6
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (TENANT),"22,157,182",9.3
CENSUS,2017,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"344,533,785",5.7
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","471,242,504",3.1
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","303,834,223",4.5
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"1,990,944",15.3
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"222,024,514",5.9
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"3,349,405",12
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","84,786,271",7.2
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"17,836,941",4.8
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"327,153,590",3.4
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","51,069,729",4
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","31,552,281",2.5
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"62,356,734",5.1
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"388,286,930",8.4
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","414,076,281",8.3
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),"148,070",47.4
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"3,056,558",12.7
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"12,600,904",11.7
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"23,425,203",7.2
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"21,276,475",7.1
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","490,459,231",2.9
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"29,300,489",14.1
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"168,481,573",6.9
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"2,972,330",21.1
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"320,576,869",5.3
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"7,867,579",13.3
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)","134,438",33.7
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","668,218,454",4
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","5,105,481",8.6
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","154,122,841",7.8
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)","300,384",34.2
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","14,273,177",8
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","241,333,509",4.1
CENSUS,2017,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","818,650",23.6
